,lat,lon,IIiii,RR
2259,28.2425,121.1392,K8589,0
2260,28.76667,121.4869,K8601,195
2261,28.75694,121.3186,K8602,0
2262,28.89917,120.9047,K8603,299
2263,28.92889,121.2622,K8604,194
2264,29.00056,121.1142,K8605,165
2265,28.7425,121.1011,K8606,303
2266,28.795,121.1706,K8607,0
2267,28.84,121.2647,K8608,235
2268,28.85222,121.4519,K8609,363
2269,28.83722,121.6631,K8610,7
2270,28.71278,121.6378,K8611,15
2271,28.87944,121.3731,K8613,315
2272,28.95778,121.2133,K8614,126
2273,28.79444,121.1206,K8615,309
2274,28.74611,121.2358,K8616,132
2275,28.87278,121.0231,K8618,295
2276,28.97889,121.1494,K8619,207
2277,28.80861,121.5797,K8620,65
2278,28.69306,121.5456,K8621,98
2279,28.87167,121.0797,K8622,226
2280,28.98,120.9153,K8623,235
2281,29.01528,120.9958,K8624,201
2282,28.93361,121.0011,K8625,303
2283,28.69,121.0728,K8626,309
2284,28.69111,121.7594,K8627,5
2285,28.91,120.8944,K8628,312
2286,28.80972,121.8475,K8629,35
2287,28.74306,121.8481,K8630,8
2288,28.72917,120.9675,K8640,673
2289,28.77222,121.1153,K8641,267
2290,28.82444,121.2322,K8642,157
2291,29.00028,120.9667,K8643,291
2292,28.89333,121.3694,K8644,257
2293,28.89333,121.3694,K8645,3
2294,28.84833,121.3367,K8646,264
2295,29.00528,121.2608,K8647,316
2296,28.91028,121.4022,K8648,227
2297,28.71361,121.5781,K8649,138
2298,28.71583,121.7297,K8650,8
2299,28.70917,121.7539,K8651,0
2300,28.71806,121.7117,K8652,0
2301,28.78972,120.93333,K8654,0
2302,28.75889,121.5583,K8655,155
2303,28.85194,121.1328,K8661,0
2304,28.43167,121.9033,K8666,0
2305,28.0575,121.2708,K8667,81
2306,28.71278,121.6378,K8681,15
2307,29.26778,120.9864,K8701,143
2308,29.12583,120.7947,K8702,196
2309,29.25833,121.0914,K8703,180
2310,29.09056,121.1014,K8704,184
2311,29.05167,120.7939,K8705,267
2312,29.07055,121.0,K8706,217
2313,29.05917,120.7022,K8707,153
2314,29.14472,120.8625,K8708,195
2315,29.09945,120.8569,K8709,294
2316,29.19722,120.8017,K8710,8
2317,29.17194,121.2222,K8711,166
2318,29.11111,121.1156,K8712,175
2319,29.24306,121.0519,K8713,248
2320,29.06778,121.1947,K8714,244
2321,29.08805,120.8956,K8715,123
2322,29.06944,121.0575,K8716,199
2323,29.135,121.0372,K8717,118
2324,29.28833,120.9108,K8718,0
2325,29.12,121.1022,K8719,194
2326,29.20111,120.8997,K8720,109
2327,29.20694,121.0164,K8721,186
2328,29.02028,120.8761,K8722,283
2329,29.02306,120.77,K8723,302
2330,29.13806,121.0067,K8724,140
2331,29.08805,121.1758,K8725,238
2332,29.07278,120.7303,K8726,182
2333,29.15139,121.1528,K8727,242
2334,29.31056,121.0619,K8728,91
2335,29.22417,121.14,K8729,169
2336,28.97583,120.8189,K8730,476
2337,29.07139,120.8411,K8740,232
2338,29.20361,120.9628,K8741,130
2339,29.09,120.8,K8742,238
2340,29.15,121.21667,K8743,130
2341,29.12,120.86667,K8745,299
2342,29.22639,120.8475,K8746,144
2343,29.115,121.1244,K8747,138
2344,29.13389,120.98,K8759,78
2345,29.28889,120.915,K8770,136
2346,29.05139,120.8411,K8771,239
2347,29.29333,121.1458,K8772,108
2348,29.18444,121.1128,K8773,301
2349,29.21722,120.8017,K8774,227
2350,29.04361,121.3403,K8801,210
2351,28.93806,121.7144,K8802,31
2352,29.16195,121.5706,K8803,104
2353,29.01167,121.5094,K8805,92
2354,28.98389,121.3986,K8806,326
2355,29.05,121.2208,K8807,285
2356,28.8675,121.5128,K8808,161
2357,28.92083,121.4714,K8809,200
2358,29.01389,121.6083,K8810,123
2359,28.97111,121.5808,K8811,26
2360,29.0675,121.4881,K8812,104
2361,28.87583,121.6383,K8813,22
2362,29.07444,121.2789,K8814,239
2363,29.15222,121.4575,K8815,51
2364,29.10389,121.6006,K8816,123
2365,29.07528,121.405,K8817,227
2366,29.0025,121.3147,K8818,303
2367,29.15861,121.3514,K8819,76
2368,29.12361,121.48,K8820,96
2369,28.92694,121.5833,K8821,16
2370,29.15083,121.3683,K8822,79
2371,29.10861,121.5767,K8823,98
2372,29.00889,121.4683,K8824,126
2373,29.06667,121.6792,K8825,27
2374,28.89111,121.6617,K8826,18
2375,28.89111,121.6617,K8827,17
2376,29.02444,121.3881,K8828,311
2377,29.05445,121.2419,K8829,237
2378,29.16195,121.5706,K8830,115
2379,29.04917,121.4242,K8840,168
2380,29.11806,121.5811,K8841,29
2381,28.72556,120.5786,K8901,108
2382,28.72889,120.4772,K8902,139
2383,28.71806,120.7936,K8903,336
2384,28.94639,120.7519,K8904,0
2385,28.62139,120.7147,K8905,473
2386,28.78889,120.8575,K8906,0
2387,28.85028,120.5117,K8907,212
2388,28.66389,120.6708,K8908,491
2389,28.895,120.6228,K8909,271
2390,28.69833,120.3353,K8910,257
2391,28.67194,120.5706,K8911,277
2392,28.57361,120.3961,K8912,197
2393,28.645,120.4797,K8913,185
2394,28.61611,120.7961,K8914,495
2395,28.77722,120.7242,K8915,387
2396,28.56083,120.3333,K8916,148
2397,28.83972,120.8778,K8917,375
2398,28.72583,120.5208,K8918,65
2399,28.76056,120.775,K8919,358
2400,28.77944,120.4283,K8920,227
2401,28.63111,120.4019,K8921,83
2402,28.87944,120.8328,K8922,298
2403,28.54944,120.5878,K8923,237
2404,28.87833,120.6025,K8924,221
2405,28.825,120.7467,K8925,170
2406,28.69833,120.4433,K8926,90
2407,28.87278,120.7306,K8927,210
2408,28.81194,120.6328,K8928,106
2409,28.775,120.5811,K8929,142
2410,28.60417,120.6542,K8942,476
2411,28.59222,120.5281,K8943,307
2412,28.91639,120.7275,K8945,363
2413,28.63917,120.6425,K8946,421
2414,28.78306,120.5061,K8947,148
2415,28.64528,120.4169,K8948,97
2416,28.62583,120.8078,K8949,526
2417,28.64278,120.8931,K8982,0
0,28.86722,120.71889,58652,12
1,28.86722,120.71889,58652,52
2,28.86722,120.71889,58652,51
3,28.86722,120.71889,58652,104
4,28.86722,120.71889,58652,100
5,28.86722,120.71889,58652,106
6,28.86722,120.71889,58652,168
7,28.86722,120.71889,58652,176
8,28.37278,121.35889,58664,90
9,28.37278,121.35889,58664,186
10,28.37278,121.35889,58664,295
11,28.37278,121.35889,58664,100
12,28.37278,121.35889,58664,195
13,28.37278,121.35889,58664,346
14,28.37278,121.35889,58664,288
15,28.37278,121.35889,58664,203
16,29.12278,121.38333,58568,80
17,29.12278,121.38333,58568,150
18,29.12278,121.38333,58568,214
19,29.12278,121.38333,58568,170
20,29.12278,121.38333,58568,172
21,29.12278,121.38333,58568,169
22,29.12278,121.38333,58568,117
23,29.12278,121.38333,58568,105
24,28.61806,121.41639,58665,110
25,28.61806,121.41639,58665,60
26,28.61806,121.41639,58665,103
27,28.61806,121.41639,58665,90
28,28.61806,121.41639,58665,75
29,28.61806,121.41639,58665,99
30,28.61806,121.41639,58665,68
31,28.61806,121.41639,58665,88
32,28.446,121.90333,58666,39
33,28.446,121.90333,58666,21
34,28.446,121.90333,58666,72
35,28.446,121.90333,58666,230
36,28.446,121.90333,58666,242
37,28.446,121.90333,58666,95
38,28.446,121.90333,58666,100
39,28.446,121.90333,58666,37
40,28.0775,121.27083,58667,86
41,28.0775,121.27083,58667,209
42,28.0775,121.27083,58667,195
43,28.0775,121.27083,58667,291
44,28.0775,121.27083,58667,172
45,28.0775,121.27083,58667,253
46,28.0775,121.27083,58667,186
47,28.0775,121.27083,58667,144
48,28.260317,121.616252,58669,22
49,28.260317,121.616252,58669,20
50,28.260317,121.616252,58669,34
51,28.260317,121.616252,58669,85
52,28.260317,121.616252,58669,221
53,28.260317,121.616252,58669,121
54,28.260317,121.616252,58669,91
55,28.260317,121.616252,58669,42
56,28.09583,121.52,58668,152
57,28.09583,121.52,58668,47
58,28.09583,121.52,58668,343
59,28.09583,121.52,58668,142
60,28.09583,121.52,58668,100
61,28.09583,121.52,58668,59
62,28.09583,121.52,58668,29
63,28.09583,121.52,58668,26
64,29.0131,121.7056,58662,70
65,29.0131,121.7056,58662,62
66,29.0131,121.7056,58662,52
67,29.0131,121.7056,58662,29
68,29.0131,121.7056,58662,17
69,29.0131,121.7056,58662,51
70,29.0131,121.7056,58662,39
71,29.0131,121.7056,58662,49
72,28.71889,121.9156,58663,9
73,28.71889,121.9156,58663,8
74,28.71889,121.9156,58663,15
75,28.71889,121.9156,58663,38
76,28.71889,121.9156,58663,114
77,28.71889,121.9156,58663,61
78,28.71889,121.9156,58663,53
79,28.71889,121.9156,58663,50
80,28.87389,121.19278,58660,114
81,28.87389,121.19278,58660,118
82,28.87389,121.19278,58660,143
83,28.87389,121.19278,58660,136
84,28.87389,121.19278,58660,198
85,28.87389,121.19278,58660,234
86,28.87389,121.19278,58660,191
87,28.87389,121.19278,58660,192
88,29.15278,120.97056,58559,23
89,29.15278,120.97056,58559,95
90,29.15278,120.97056,58559,75
91,29.15278,120.97056,58559,120
92,29.15278,120.97056,58559,99
93,29.15278,120.97056,58559,57
94,29.15278,120.97056,58559,82
95,29.15278,120.97056,58559,164
96,28.6625,121.5108,58661,24
97,28.6625,121.5108,58661,12
98,28.6625,121.5108,58661,19
99,28.6625,121.5108,58661,33
100,28.6625,121.5108,58661,88
101,28.6625,121.5108,58661,163
102,28.6625,121.5108,58661,204
103,28.6625,121.5108,58661,136
104,28.80972,120.9222,58653,365
105,28.80972,120.9222,58653,368
106,28.80972,120.9222,58653,300
107,28.80972,120.9222,58653,275
108,28.80972,120.9222,58653,346
109,28.80972,120.9222,58653,510
110,28.80972,120.9222,58653,789
111,28.80972,120.9222,58653,815
