IIiii,Height,lat,lon,RR,RR_Totle,Z,,
K7413,2520,28.63333333,118.8333333,36.85714286,25.8,252,,
K9128,2670,28.46666667,119.65,36.85714286,25.8,267,,
K1247,2110,30.13333333,119.0333333,36.71428571,25.7,211,,
K4620,5360,29.6,120.5333333,36.71428571,25.7,536,,
K5111,120,30.58333333,119.9166667,36.71428571,25.7,12,,
K7114,1660,28.83333333,118.5333333,36.71428571,25.7,166,,
K7861,1900,28.21666667,119.6166667,36.71428571,25.7,190,,
K9261,8910,27.68333333,119.2,36.71428571,25.7,891,,
58456,67,30.63333333,120.5166667,36.57142857,25.6,6.7,,
K6306,3500,28.82,119.74,36.57142857,25.6,350,,
K9067,3670,28.03333333,119.8,36.57142857,25.6,367,,
K5150,40,31.06,119.87,36.42857143,25.5,4,,
K6152,1494,28.83333333,119.7833333,36.42857143,25.5,149.4,,
K6247,420,29.06,119.76,36.42857143,25.5,42,,
K1084,4130,30.06666667,118.95,36.28571429,25.4,413,,
K6198,6500,29.4,120.37,36.28571429,25.4,650,,
K7315,2740,28.78333333,119.1333333,36.28571429,25.4,274,,
K8111,310,28.69444,121.4744,36.28571429,25.4,31,,
K1325,1870,29.91666667,119.0833333,36.14285714,25.3,187,,
K4087,40,30.03333333,120.6833333,36.14285714,25.3,4,,
K9329,2760,28.13333333,119.4,36.14285714,25.3,276,,
K6135,1140,28.85,119.8833333,36,25.2,114,,
K7322,6590,29.21666667,119.05,36,25.2,659,,
K7428,750,28.98,119.02,36,25.2,75,,
K9052,1160,28.36666667,119.6666667,36,25.2,116,,
K9108,4463,28.38333333,118.7833333,36,25.2,446.3,,
K3723,8110,27.88333333,120.0833333,35.85714286,25.1,811,,
K5161,80,30.52,120.05,35.85714286,25.1,8,,
K7410,490,29,119.0166667,35.85714286,25.1,49,,
K9040,4110,27.86666667,119.3333333,35.85714286,25.1,411,,
K9049,1530,28.41666667,119.5,35.85714286,25.1,153,,
K3148,8340,27.91666667,120.0166667,35.71428571,25,834,,
K3163,40,28,120.7666667,35.71428571,25,4,,
K5070,960,30.98333333,119.65,35.71428571,25,96,,
K9322,6580,28.4,118.8833333,35.71428571,25,658,,
K4054,100,29.96666667,120.6166667,35.57142857,24.9,10,,
K4439,664,29.93333333,120.7833333,35.57142857,24.9,66.4,,
K6242,440,29.43,120,35.57142857,24.9,44,,
K6256,690,29.2,119.31,35.57142857,24.9,69,,
K7325,530,29.01666667,119.15,35.57142857,24.9,53,,
K9354,2800,28.3,119.3833333,35.57142857,24.9,280,,
K3049,3740,28.21666667,120.4333333,35.42857143,24.8,374,,
K4040,10,30.03333333,120.6,35.42857143,24.8,1,,
K5038,100,30.55,120.2333333,35.42857143,24.8,10,,
K4065,830,29.81666667,120.65,35.28571429,24.7,83,,
K5107,1120,30.71666667,119.9833333,35.28571429,24.7,112,,
K5572,55,30.66666667,120.95,35.28571429,24.7,5.5,,
K6148,4410,29.18333333,120.6,35.28571429,24.7,441,,
K8802,260,28.93806,121.7144,35.28571429,24.7,26,,
K5581,35,30.75,120.85,35.14285714,24.6,3.5,,
K9065,3560,28.06666667,119.5666667,35.14285714,24.6,356,,
K1294,3490,29.36666667,118.7666667,35,24.5,349,,
K4608,2400,29.43333333,120.6833333,35,24.5,240,,
K1250,2510,30.25,119.3166667,34.85714286,24.4,251,,
K4024,70,29.98333333,120.5666667,34.85714286,24.4,7,,
K7118,1960,28.53333333,118.6,34.85714286,24.4,196,,
K9075,1530,28.53333333,119.3833333,34.85714286,24.4,153,,
K9120,5590,28.43333333,119.3333333,34.85714286,24.4,559,,
K1668,960,29.61666667,119.4833333,34.71428571,24.3,96,,
K5033,330,30.78333333,120,34.71428571,24.3,33,,
K6239,450,29.45,120,34.71428571,24.3,45,,
K1417,60,30.43333333,120.3,34.57142857,24.2,6,,
K5613,60,30.6,120.5666667,34.57142857,24.2,6,,
K9018,500,28.33333333,120.2166667,34.57142857,24.2,50,,
K4038,80,29.98333333,120.5833333,34.42857143,24.1,8,,
K5570,42,30.66666667,120.7166667,34.42857143,24.1,4.2,,
58548,467,29.21666667,119.4666667,34.28571429,24,46.7,,
K6137,410,29.16666667,119.6166667,34.28571429,24,41,,
K1274,1050,29.45,119.4166667,34.14285714,23.9,105,,
K1724,2090,29.48333333,119.2,34.14285714,23.9,209,,
K3256,90,28.01666667,120.7333333,34.14285714,23.9,9,,
K4063,80,29.95,120.6333333,34.14285714,23.9,8,,
K4833,1670,29.5,120.8833333,34.14285714,23.9,167,,
K9538,570,30.08333333,121.9333333,34.14285714,23.9,57,,
K1296,4590,29.28333333,118.6166667,34,23.8,459,,
K1317,1930,29.36666667,118.7833333,34,23.8,193,,
K5605,42,30.46666667,120.5833333,34,23.8,4.2,,
K6060,590,29.1,119.8,34,23.8,59,,
K6229,1440,29.01666667,120.2333333,34,23.8,144,,
K7131,5998,28.35,118.4833333,34,23.8,599.8,,
K9225,7510,27.91666667,119.5666667,34,23.8,751,,
58555,1163,29.51666667,120.8833333,33.85714286,23.7,116.3,,
K4033,130,30.06666667,120.7,33.85714286,23.7,13,,
K4066,100,29.93333333,120.6333333,33.85714286,23.7,10,,
K4816,1010,29.5,120.8833333,33.85714286,23.7,101,,
K5028,70,30.91666667,119.7333333,33.85714286,23.7,7,,
K1275,710,29.53333333,119.4833333,33.71428571,23.6,71,,
K5012,120,30.9,119.65,33.71428571,23.6,12,,
K9131,800,28.55,119.8666667,33.71428571,23.6,80,,
58547,651,29.03333333,119.1833333,33.57142857,23.5,65.1,,
K1359,5730,29.96666667,118.9,33.57142857,23.5,573,,
K3126,1370,28.18333333,120.5666667,33.57142857,23.5,137,,
K6022,2150,28.63333333,119.6,33.57142857,23.5,215,,
K6043,950,29.16666667,120.1333333,33.57142857,23.5,95,,
K9243,6950,27.88333333,119.65,33.57142857,23.5,695,,
K1059,1120,29.85,119.1166667,33.42857143,23.4,112,,
K6245,750,29.36666667,120.0666667,33.42857143,23.4,75,,
K4048,50,30.01666667,120.7,33.28571429,23.3,5,,
K7504,710,28.98333333,118.9666667,33.28571429,23.3,71,,
K3121,260,28.38333333,121.1333333,33.25,23.275,26,,
K3913,100,28.05,120.6666667,33.14285714,23.2,10,,
K4421,130,30,120.8166667,33.14285714,23.2,13,,
K5612,40,30.58333333,120.4,33.14285714,23.2,4,,
K9292,4010,28.55,119.7833333,33.14285714,23.2,401,,
K9358,2778,28.61666667,119.2333333,33.14285714,23.2,277.8,,
K9740,300,30.33,121.98,33.14285714,23.2,30,,
K4041,50,30.01666667,120.5833333,33,23.1,5,,
K5060,310,30.95,120.0333333,33,23.1,31,,
K5559,42,30.75,121.0833333,33,23.1,4.2,,
K1248,1740,30.2,119.1833333,32.85714286,23,174,,
K3710,100,28.05,120.6666667,32.85714286,23,10,,
K6185,1140,29.1,120,32.85714286,23,114,,
K5526,50,30.68333333,120.65,32.71428571,22.9,5,,
K5535,44,30.76666667,120.7666667,32.71428571,22.9,4.4,,
K5565,57,30.63333333,120.45,32.71428571,22.9,5.7,,
K9116,5200,28.43333333,118.9333333,32.71428571,22.9,520,,
K9182,10220,27.68333333,119.45,32.57142857,22.8,1022,,
K9244,3310,27.88333333,119.5,32.57142857,22.8,331,,
K1246,2460,30.1,118.9666667,32.42857143,22.7,246,,
K4854,500,29.48333333,120.8166667,32.42857143,22.7,50,,
K5556,41,30.78333333,120.9833333,32.42857143,22.7,4.1,,
K5576,39,30.91666667,120.95,32.42857143,22.7,3.9,,
K5628,45,30.78333333,120.9,32.42857143,22.7,4.5,,
K9147,2174,28.23333333,120.0833333,32.33333333,22.63333333,217.4,,
58546,1142,29.46666667,119.8833333,32.28571429,22.6,114.2,,
58645,1540,28.43333333,119.4833333,32.28571429,22.6,154,,
K4238,1390,29.53333333,120.3,32.28571429,22.6,139,,
K5600,36,30.61666667,120.9,32.28571429,22.6,3.6,,
K5621,40,30.8,121.0166667,32.28571429,22.6,4,,
K6296,400,29.23,119.44,32.28571429,22.6,40,,
K7415,1150,28.91666667,119.0333333,32.28571429,22.6,115,,
K1346,1070,29.51666667,119.0333333,32.14285714,22.5,107,,
K1352,3110,29.31666667,118.65,32.14285714,22.5,311,,
K3061,5180,27.71667,119.6833,32.14285714,22.5,518,,
K3336,4470,28.1,120.7333333,32.14285714,22.5,447,,
K9216,9270,27.83333333,119.2666667,32.14285714,22.5,927,,
K1045,9040,30.11666667,118.9,32,22.4,904,,
K1096,2110,30.23333333,119.2333333,32,22.4,211,,
K4852,1000,29.51666667,120.8333333,32,22.4,100,,
K5617,37,30.91666667,120.9166667,32,22.4,3.7,,
K7220,1420,28.8,118.4666667,32,22.4,142,,
K7508,1030,28.93333333,118.9333333,32,22.4,103,,
K9313,2390,28.35,119.5,32,22.4,239,,
K5011,150,31.11666667,119.8666667,31.85714286,22.3,15,,
K5114,40,30.5,120.1833333,31.85714286,22.3,4,,
K5624,60,30.78333333,120.6833333,31.85714286,22.3,6,,
K9566,678,30.45,122.2833333,31.85714286,22.3,67.8,,
K7860,2900,28.16666667,119.5666667,31.71428571,22.2,290,,
K1260,2050,30.26666667,119.4,31.57142857,22.1,205,,
K4009,100,30.01666667,120.7166667,31.57142857,22.1,10,,
K5632,45,30.76,120.75,31.57142857,22.1,4.5,,
K7507,7750,29.06666667,118.7166667,31.57142857,22.1,775,,
K9325,4140,28.05,119.5833333,31.57142857,22.1,414,,
K4403,170,29.8,120.8666667,31.42857143,22,17,,
K5159,60,30.54,119.96,31.42857143,22,6,,
K7013,2550,29.3,118.5666667,31.42857143,22,255,,
K9059,9390,27.55,119.4333333,31.42857143,22,939,,
K9148,2883,28.21666667,120.2833333,31.42857143,22,288.3,,
K9415,4940,28.36666667,119.45,31.42857143,22,494,,
K6158,870,29.28333333,119.5166667,31.28571429,21.9,87,,
K6203,3730,29.06666667,119.8833333,31.28571429,21.9,373,,
K9529,782,30.61666667,121.6166667,31.28571429,21.9,78.2,,
K1664,1040,29.4,119.5833333,31.14285714,21.8,104,,
K5031,190,30.61666667,120.2833333,31.14285714,21.8,19,,
K5512,42,30.8,121.0666667,31.14285714,21.8,4.2,,
K1281,520,29.96666667,119.35,31,21.7,52,,
K5622,51,31,120.8166667,31,21.7,5.1,,
K6054,2540,29.41666667,119.6833333,31,21.7,254,,
K6095,1420,29.06666667,120.1166667,31,21.7,142,,
K9222,1110,28.5,119.8333333,31,21.7,111,,
K9395,8920,28.18333333,118.9666667,31,21.7,892,,
58451,34,30.83333333,120.9166667,30.85714286,21.6,3.4,,
K1030,4220,29.5,119.3833333,30.85714286,21.6,422,,
K4409,380,29.96666667,120.8333333,30.85714286,21.6,38,,
K6222,1400,29.12,120.1,30.85714286,21.6,140,,
K7027,4050,29.26666667,118.5666667,30.85714286,21.6,405,,
K7127,1730,28.76666667,118.4833333,30.85714286,21.6,173,,
K7307,370,29.06666667,119.2833333,30.85714286,21.6,37,,
K1303,6110,29.4,119.0333333,30.71428571,21.5,611,,
K1650,7000,29.78333333,119.6166667,30.71428571,21.5,700,,
K3027,130,27.85,120.8333333,30.71428571,21.5,13,,
K6067,1360,29.38333333,120.1833333,30.71428571,21.5,136,,
K1012,1430,30.16666667,119.2166667,30.57142857,21.4,143,,
K1673,1060,29.58333333,119.4166667,30.57142857,21.4,106,,
K3095,6810,27.9,119.9666667,30.57142857,21.4,681,,
K4604,2110,29.55,120.55,30.57142857,21.4,211,,
K5113,60,30.56666667,120.1833333,30.57142857,21.4,6,,
K4051,80,30,120.6166667,30.42857143,21.3,8,,
K5608,26,30.8,120.7833333,30.42857143,21.3,2.6,,
K6026,550,29.43333333,120,30.42857143,21.3,55,,
K7119,1070,28.68333333,118.6166667,30.42857143,21.3,107,,
K7323,430,29.05,119.2166667,30.42857143,21.3,43,,
K9341,630,28.38333333,119.8,30.42857143,21.3,63,,
K1016,1900,29.35,118.7,30.28571429,21.2,190,,
K5069,490,30.91666667,120.05,30.28571429,21.2,49,,
K5562,53,30.75,120.6,30.28571429,21.2,5.3,,
K6074,2080,28.76666667,119.6666667,30.28571429,21.2,208,,
K8425,960,28.23111,121.6356,30.28571429,21.2,96,,
K1118,560,29.43333333,119.5,30.14285714,21.1,56,,
K1728,700,29.53333333,119.5333333,30.14285714,21.1,70,,
K4026,80,30,120.6333333,30.14285714,21.1,8,,
K4424,95,30.1,120.85,30.14285714,21.1,9.5,,
K5564,66,30.63333333,120.3666667,30.14285714,21.1,6.6,,
K1350,1270,29.48333333,119.1333333,30,21,127,,
K6008,720,29.31666667,119.6,30,21,72,,
K7125,1820,28.56666667,118.45,30,21,182,,
K7222,3360,29.08333333,118.6833333,30,21,336,,
K9305,12290,27.78333333,119.2333333,30,21,1229,,
K1072,4900,30.2,119.05,29.85714286,20.9,490,,
K1080,1860,29.66666667,119.3333333,29.85714286,20.9,186,,
K4082,90,29.98333333,120.75,29.85714286,20.9,9,,
K9013,4240,28.41666667,118.8166667,29.85714286,20.9,424,,
K1262,1980,30.15,119.0666667,29.71428571,20.8,198,,
K1369,1090,29.41666667,118.6333333,29.71428571,20.8,109,,
K5633,50,30.77,120.75,29.71428571,20.8,5,,
K7326,590,29.05,119.12,29.71428571,20.8,59,,
K7327,600,29.08,119.23,29.71428571,20.8,60,,
K7401,1510,28.7,118.8166667,29.71428571,20.8,151,,
K8825,210,29.06667,121.6792,29.71428571,20.8,21,,
K5009,40,30.65,120.0166667,29.57142857,20.7,4,,
K6108,1340,29.45,119.8166667,29.57142857,20.7,134,,
58646,596,28.45,119.9166667,29.42857143,20.6,59.6,,
K1064,1150,29.46666667,119.0833333,29.42857143,20.6,115,,
K1159,80,30.35,120.3666667,29.42857143,20.6,8,,
K1356,1810,29.8,119.1333333,29.42857143,20.6,181,,
K3065,6590,27.86666667,120,29.42857143,20.6,659,,
K4034,140,29.98333333,120.5,29.42857143,20.6,14,,
K5503,36,30.83333333,120.85,29.42857143,20.6,3.6,,
K8610,140,28.83722,121.6631,29.42857143,20.6,14,,
K4083,90,30,120.6833333,29.28571429,20.5,9,,
K5592,26,30.81666667,120.9333333,29.14285714,20.4,2.6,,
K1277,1230,29.28333333,119.2666667,29,20.3,123,,
K4648,200,29.67,120.81,29,20.3,20,,
K9399,6970,28.3,119.2,29,20.3,697,,
K9735,330,29.72,122.15,29,20.3,33,,
K1145,2200,29.68333333,119.1166667,28.85714286,20.2,220,,
K3257,40,27.86666667,120.8166667,28.85714286,20.2,4,,
K4627,300,29.81666667,120.8333333,28.85714286,20.2,30,,
K5019,170,30.63333333,120.0666667,28.85714286,20.2,17,,
K6105,3310,29.4,120.3833333,28.85714286,20.2,331,,
K6288,500,29.21666667,119.3833333,28.85714286,20.2,50,,
K3722,8640,27.96666667,119.9666667,28.71428571,20.1,864,,
K4621,1210,29.65,120.8166667,28.71428571,20.1,121,,
K5536,46,30.88333333,120.9833333,28.71428571,20.1,4.6,,
K6062,1800,28.9,120.15,28.71428571,20.1,180,,
K6214,600,29.08333333,119.7,28.71428571,20.1,60,,
K1224,110,30.2,120.4166667,28.57142857,20,11,,
K3243,1190,27.93333333,120.7666667,28.57142857,20,119,,
K5609,36,30.9,120.9,28.57142857,20,3.6,,
K9035,4700,28.3,119.1333333,28.57142857,20,470,,
K9220,8291,27.85,119.5333333,28.57142857,20,829.1,,
K3071,1000,28.23333333,120.5,28.42857143,19.9,100,,
K9259,2610,28.18333333,119.3166667,28.42857143,19.9,261,,
K9301,2470,28.2,119.25,28.42857143,19.9,247,,
K9343,6930,27.85,119.3666667,28.42857143,19.9,693,,
58452,46,30.73333333,120.75,28.28571429,19.8,4.6,,
58549,614,29.11666667,119.65,28.28571429,19.8,61.4,,
K3057,8510,27.86666667,119.8333333,28.28571429,19.8,851,,
K4609,760,29.61666667,120.9166667,28.28571429,19.8,76,,
K6249,550,29.12,119.48,28.28571429,19.8,55,,
K7002,3100,29.35,118.4833333,28.28571429,19.8,310,,
K7312,560,29.08333333,119.1,28.28571429,19.8,56,,
K9332,1630,28.41666667,119.4666667,28.28571429,19.8,163,,
K1270,810,29.26666667,119.15,28.14285714,19.7,81,,
K1322,1410,29.36666667,118.5833333,28.14285714,19.7,141,,
K3156,7690,27.9,119.8166667,28.14285714,19.7,769,,
K4042,90,29.98333333,120.5833333,28.14285714,19.7,9,,
K4634,560,29.5,120.7,28.14285714,19.7,56,,
K5157,40,30.96,120.07,28.14285714,19.7,4,,
K6028,1010,28.88333333,119.9666667,28.14285714,19.7,101,,
K7110,2440,28.5,118.45,28.14285714,19.7,244,,
K1302,3460,29.96666667,118.9833333,28,19.6,346,,
K9122,3800,28.4,119.4,28,19.6,380,,
K3329,770,28.1,120.65,27.85714286,19.5,77,,
K5154,40,31.02,119.96,27.85714286,19.5,4,,
K5510,65,30.6,120.3333333,27.85714286,19.5,6.5,,
58466,300,30.6,122.0833333,27.71428571,19.4,30,,
K7406,4920,28.85,118.95,27.71428571,19.4,492,,
K9084,2500,28.08333333,120,27.71428571,19.4,250,,
K5137,540,30.79,120.07,27.57142857,19.3,54,,
K6255,700,29.2,119.82,27.57142857,19.3,70,,
K5587,33,30.73333333,120.7166667,27.42857143,19.2,3.3,,
K6037,740,29.33333333,120.25,27.42857143,19.2,74,,
K6045,1510,28.83333333,119.7,27.42857143,19.2,151,,
K7920,1200,28.76,120.08,27.42857143,19.2,120,,
K8320,430,28.45833,121.6653,27.42857143,19.2,43,,
K9237,3015,28.25,120.4,27.42857143,19.2,301.5,,
K6107,420,29.1,119.7166667,27.28571429,19.1,42,,
K7217,1110,28.88333333,118.4833333,27.2,19.04,111,,
K1256,3210,30.13333333,118.9666667,27.14285714,19,321,,
K3280,60,27.88333333,120.8,27.14285714,19,6,,
K5607,36,30.96666667,120.9833333,27.14285714,19,3.6,,
K6021,1530,29.03333333,120.1833333,27.14285714,19,153,,
K1142,1260,29.73333333,119.0333333,27,18.9,126,,
K3227,5930,27.91666667,120.1166667,27,18.9,593,,
K4626,560,29.65,120.8833333,27,18.9,56,,
K6016,910,29.1,120.2,27,18.9,91,,
K9057,2120,28.06666667,119.35,27,18.9,212,,
K9123,3980,28.28333333,119.5166667,27,18.9,398,,
58450,78,30.85,120.0833333,26.85714286,18.8,7.8,,
K1349,4460,29.93333333,118.9833333,26.85714286,18.8,446,,
K1357,5250,30,119.0333333,26.85714286,18.8,525,,
K6103,1030,29.16666667,119.9666667,26.85714286,18.8,103,,
K9163,3110,27.88333333,119.4,26.85714286,18.8,311,,
K1249,2600,30.3,119.3,26.71428571,18.7,260,,
K1336,1190,29.76666667,119.0666667,26.71428571,18.7,119,,
K3036,3990,27.76666667,119.8,26.71428571,18.7,399,,
K5013,150,30.83333333,119.9,26.71428571,18.7,15,,
K5057,360,30.9,119.6166667,26.71428571,18.7,36,,
K5516,41,31.01666667,120.95,26.71428571,18.7,4.1,,
K6805,1220,28.93333333,119.95,26.71428571,18.7,122,,
K1366,1310,29.51666667,119.15,26.57142857,18.6,131,,
K1680,1010,29.48333333,119.4666667,26.57142857,18.6,101,,
K5062,90,30.71666667,120.05,26.57142857,18.6,9,,
K6143,690,29.16666667,119.7833333,26.57142857,18.6,69,,
K7309,570,29.11666667,119.2166667,26.57142857,18.6,57,,
K7311,830,28.98333333,119.15,26.57142857,18.6,83,,
K7427,2134,28.75,118.8333333,26.57142857,18.6,213.4,,
58557,876,29.31666667,120.0666667,26.42857143,18.5,87.6,,
K4605,580,29.5,120.7666667,26.42857143,18.5,58,,
K5106,70,30.83333333,119.9666667,26.42857143,18.5,7,,
K6019,1320,28.8,120.0833333,26.42857143,18.5,132,,
K7506,12110,29.08333333,118.7,26.42857143,18.5,1211,,
58476,630,30.35,122.1833333,26.28571429,18.4,63,,
K1320,1520,29.36666667,118.6333333,26.28571429,18.4,152,,
K4632,510,29.48333333,120.6166667,26.28571429,18.4,51,,
K5504,45,30.78333333,120.7333333,26.28571429,18.4,4.5,,
K9046,1300,28.38333333,119.85,26.28571429,18.4,130,,
K5563,63,30.66666667,120.6166667,26.14285714,18.3,6.3,,
K6084,1220,29.2,120.1833333,26.14285714,18.3,122,,
K6087,530,29.18333333,119.2833333,26.14285714,18.3,53,,
K6186,1040,28.83333333,120.0666667,26.14285714,18.3,104,,
K7106,1770,28.58333333,118.45,26.14285714,18.3,177,,
K8841,230,29.11806,121.5811,26.14285714,18.3,23,,
K9072,5620,28.06666667,120.1333333,26.14285714,18.3,562,,
K9247,4190,27.73333333,119.5666667,26.14285714,18.3,419,,
K4617,3460,29.63333333,120.6,26,18.2,346,,
K5517,62,30.91666667,120.8333333,26,18.2,6.2,,
K5566,55,30.68333333,120.5,26,18.2,5.5,,
K6088,320,29.16666667,119.4166667,26,18.2,32,,
K7411,2800,29.18333333,118.9,26,18.2,280,,
K4301,130,29.56666667,120.1,25.85714286,18.1,13,,
K4646,2400,29.48333333,120.5333333,25.85714286,18.1,240,,
K9714,50,30.6,122.1333333,25.85714286,18.1,5,,
K1156,1400,30.16666667,119.1166667,25.71428571,18,140,,
K5005,6010,30.6,119.8666667,25.71428571,18,601,,
K5634,40,30.83,120.9,25.71428571,18,4,,
K6047,470,29.2,120.0166667,25.71428571,18,47,,
K6106,970,29.41666667,119.9,25.71428571,18,97,,
K6157,900,29.28333333,119.55,25.71428571,18,90,,
K7990,1750,28.36666667,119.8333333,25.71428571,18,175,,
K9269,5383,28.26666667,119.0833333,25.71428571,18,538.3,,
K5065,70,30.68333333,120.2333333,25.57142857,17.9,7,,
K5626,29,31,120.8833333,25.57142857,17.9,2.9,,
K5631,50,30.8,120.5833333,25.57142857,17.9,5,,
58632,1241,28.75,118.6333333,25.42857143,17.8,124.1,,
K1669,780,29.53333333,119.3666667,25.42857143,17.8,78,,
K7991,1540,28.36666667,119.8333333,25.28571429,17.7,154,,
K1309,2920,29.78333333,118.9833333,25.14285714,17.6,292,,
K1368,1800,29.6,119.1666667,25.14285714,17.6,180,,
K5020,70,30.65,120.1833333,25.14285714,17.6,7,,
K6265,2580,29.14,120.27,25.14285714,17.6,258,,
K7408,5470,29.25,118.85,25.14285714,17.6,547,,
K1127,1090,29.55,119.0833333,25,17.5,109,,
K3040,550,27.91666667,120.7666667,25,17.5,55,,
K3278,100,28,120.7333333,25,17.5,10,,
K4672,1300,29.54,120.86,25,17.5,130,,
K5574,45,30.85,120.8333333,25,17.5,4.5,,
K6114,380,29.28333333,119.5333333,25,17.5,38,,
K8602,90,28.75694,121.3186,25,17.5,9,,
K1130,615,29.56666667,119.45,24.85714286,17.4,61.5,,
K1340,1750,29.76666667,119.0166667,24.85714286,17.4,175,,
K1670,870,29.46666667,119.5333333,24.85714286,17.4,87,,
K4647,470,29.46666667,120.6166667,24.85714286,17.4,47,,
K5050,70,30.7,120.3166667,24.85714286,17.4,7,,
K5078,80,30.86666667,120.1166667,24.85714286,17.4,8,,
K6025,1390,29.43333333,119.7833333,24.85714286,17.4,139,,
K6094,1660,29.33333333,119.95,24.85714286,17.4,166,,
K9070,5140,27.96666667,120.0166667,24.85714286,17.4,514,,
K9339,11910,27.66666667,119,24.85714286,17.4,1191,,
K5073,10,30.88333333,120.0833333,24.71428571,17.3,1,,
K1304,3210,29.8,118.9,24.57142857,17.2,321,,
K4619,400,29.55,120.8166667,24.57142857,17.2,40,,
K6017,1110,29.15,120.3166667,24.57142857,17.2,111,,
K6113,650,29.11666667,119.65,24.57142857,17.2,65,,
K9002,730,28.33333333,119.7833333,24.57142857,17.2,73,,
K9154,3630,28.05,119.55,24.57142857,17.2,363,,
K4408,2510,29.86666667,120.7833333,24.42857143,17.1,251,,
K9353,3000,28.43333333,119.3833333,24.42857143,17.1,300,,
K3094,3910,27.95,119.8833333,24.28571429,17,391,,
K5130,270,30.84,120.21,24.28571429,17,27,,
K5554,46,30.68333333,120.8166667,24.28571429,17,4.6,,
K5066,60,30.83333333,120.0833333,24.14285714,16.9,6,,
K7424,2770,28.54,118.86,24.14285714,16.9,277,,
K5072,60,30.9,120.1,24,16.8,6,,
K7102,2170,28.3,118.4166667,24,16.8,217,,
K7124,4120,28.73333333,118.7166667,24,16.8,412,,
58543,1722,29.61666667,119.0166667,23.85714286,16.7,172.2,,
58544,872,29.48333333,119.2666667,23.85714286,16.7,87.2,,
K4601,380,29.58333333,120.9166667,23.85714286,16.7,38,,
K5524,66,30.73333333,120.4833333,23.85714286,16.7,6.6,,
K7310,920,29.25,119.2333333,23.85714286,16.7,92,,
K2637,940,30.06666667,121.3666667,23.71428571,16.6,94,,
K5024,90,30.83333333,120.2666667,23.71428571,16.6,9,,
K5523,59,30.53333333,120.55,23.71428571,16.6,5.9,,
K5584,31,30.76666667,121.0666667,23.57142857,16.5,3.1,,
K5637,40,30.67,120.4,23.57142857,16.5,4,,
K6154,740,29.33333333,120.0333333,23.57142857,16.5,74,,
K6282,320,29.24,119.48,23.57142857,16.5,32,,
K1297,2490,29.63333333,118.6,23.42857143,16.4,249,,
K1326,1940,29.73333333,118.9166667,23.42857143,16.4,194,,
K1339,2170,29.83333333,119.0333333,23.42857143,16.4,217,,
K5153,50,31,120.05,23.42857143,16.4,5,,
K7301,570,29.18333333,119.2,23.42857143,16.4,57,,
K9302,4020,28.23333333,118.9166667,23.42857143,16.4,402,,
K1671,520,29.43333333,119.25,23.28571429,16.3,52,,
K7133,1503,28.65,118.5333333,23.28571429,16.3,150.3,,
K9229,600,28.38333333,119.8166667,23.28571429,16.3,60,,
K1332,1240,29.41666667,118.5166667,23.16666667,16.21666667,124,,
K3997,426,27.63333333,121.2,23.14285714,16.2,42.6,,
K5152,40,31.1,119.95,23.14285714,16.2,4,,
K9114,2500,28.5,118.9666667,23.14285714,16.2,250,,
K9323,3040,28.36666667,118.9833333,23.14285714,16.2,304,,
K4434,90,30,120.8333333,23,16.1,9,,
K5063,70,30.86666667,120.2666667,23,16.1,7,,
K6055,1660,29.38333333,119.4333333,23,16.1,166,,
K6077,860,29.23333333,119.35,23,16.1,86,,
K6117,1620,28.83333333,119.65,23,16.1,162,,
K6164,1150,28.88333333,120.1,23,16.1,115,,
K6221,1240,28.98333333,120.1333333,23,16.1,124,,
K7399,1440,29.2,119.1,23,16.1,144,,
K9280,1910,28.5,119.3833333,23,16.1,191,,
58659,290,28.03333333,120.65,22.85714286,16,29,,
K2390,470,29.9,122.1333333,22.85714286,16,47,,
K6140,250,29.26666667,119.3833333,22.85714286,16,25,,
K7224,3010,29.11666667,118.5833333,22.85714286,16,301,,
K7230,1500,28.91666667,118.5333333,22.85714286,16,150,,
K9107,3038,28.48333333,118.8666667,22.85714286,16,303.8,,
K9146,257,28.26666667,120.2,22.85714286,16,25.7,,
K1041,890,29.31666667,119.3166667,22.71428571,15.9,89,,
K1276,620,29.51666667,119.3333333,22.71428571,15.9,62,,
K7020,1740,29.26666667,118.4833333,22.71428571,15.9,174,,
K7419,2770,29.18333333,118.8333333,22.71428571,15.9,277,,
K9223,1410,28.4,119.7166667,22.71428571,15.9,141,,
58573,100,29.75,122.75,22.57142857,15.8,10,,
K1013,610,29.33333333,119.1666667,22.57142857,15.8,61,,
K5068,100,30.86666667,120.1166667,22.57142857,15.8,10,,
K6034,560,29.18333333,119.8666667,22.57142857,15.8,56,,
58633,829,29,118.9,22.42857143,15.7,82.9,,
58644,2386,28.6,119.2833333,22.42857143,15.7,238.6,,
K1273,1090,29.38333333,119.4666667,22.42857143,15.7,109,,
K6170,3300,29.23333333,120.2,22.42857143,15.7,330,,
K1058,1120,29.55,118.8833333,22.28571429,15.6,112,,
K3112,7370,27.4,119.8166667,22.28571429,15.6,737,,
K4813,2150,29.46666667,120.8,22.28571429,15.6,215,,
K5620,50,30.75,120.4833333,22.28571429,15.6,5,,
K6035,880,29.2,119.75,22.28571429,15.6,88,,
K7502,1240,28.86666667,118.7166667,22.28571429,15.6,124,,
K9164,2210,27.85,119.4666667,22.28571429,15.6,221,,
