IIiii,Height,lat,lon,RR,RR_Totle,Z,,
K1095,9210,30.2,118.9333333,74.28571429,52,921,,
K9102,2510,28.68333333,119.9666667,74.28571429,52,251,,
K8302,60,28.52778,121.4456,74.14285714,51.9,6,,
K2625,1210,29.96666667,121.2666667,74,51.8,121,,
K8805,530,29.01167,121.5094,74,51.8,53,,
K9155,8990,27.98333333,119.4333333,74,51.8,899,,
K1121,500,30.21666667,120.2166667,73.71428571,51.6,50,,
K1684,310,30.11666667,119.9166667,73.71428571,51.6,31,,
K2652,60,30.18333333,120.9666667,73.71428571,51.6,6,,
K9034,11260,28.36666667,119.05,73.71428571,51.6,1126,,
K9349,7180,27.91666667,119.3833333,73.71428571,51.6,718,,
K2254,50,30,121.5666667,73.57142857,51.5,5,,
K8629,570,28.80972,121.8475,73.57142857,51.5,57,,
K1201,510,30.21666667,119.8833333,73.42857143,51.4,51,,
K2632,60,30.15,120.9833333,73.42857143,51.4,6,,
K4069,390,29.98333333,120.4,73.42857143,51.4,39,,
K6120,1740,29.53333333,119.9666667,73.42857143,51.4,174,,
K1472,110,30.15,120.0833333,73.28571429,51.3,11,,
K8445,670,28.43167,121.6581,73.14285714,51.2,67,,
K9551,640,30,122.2,73.14285714,51.2,64,,
K1114,90,30.11666667,120.2833333,73,51.1,9,,
K1234,1870,30.1,119.65,73,51.1,187,,
K9043,1730,28.63333333,120.15,73,51.1,173,,
K9136,2430,28.83333333,120.3,73,51.1,243,,
K1036,600,29.68333333,119.9,72.85714286,51,60,,
K1752,4330,29.7,119.8333333,72.85714286,51,433,,
K2102,90,29.9,121.9666667,72.85714286,51,9,,
K2252,120,30.03333333,121.6,72.85714286,51,12,,
K4849,2000,29.46666667,120,72.71428571,50.9,200,,
K1418,70,30.28333333,119.9833333,72.57142857,50.8,7,,
K1500,90,30.1,120.17,72.42857143,50.7,9,,
K1633,50,30.26666667,120.6833333,72.42857143,50.7,5,,
K4611,4380,29.65,120.5333333,72.42857143,50.7,438,,
K2739,50,29.51666667,121.4666667,72.28571429,50.6,5,,
K1215,80,30.16666667,120.3833333,72.14285714,50.5,8,,
K1617,1210,30.2,119.65,72.14285714,50.5,121,,
K6160,2240,29.35,119.5166667,72.14285714,50.5,224,,
K1278,2370,29.78333333,119.5,72,50.4,237,,
K2626,46,30.16666667,121.05,72,50.4,4.6,,
K7314,1410,28.91666667,119.2166667,72,50.4,141,,
K9054,4570,28.65,119.4,72,50.4,457,,
K9092,6410,28.5,119.9166667,71.71428571,50.2,641,,
K1029,300,30.15,120.2666667,71.57142857,50.1,30,,
K1288,2430,29.76666667,119.5666667,71.57142857,50.1,243,,
K1329,3270,29.43333333,118.9,71.57142857,50.1,327,,
K2112,30,29.9,121.5333333,71.57142857,50.1,3,,
K4096,80,30.1,120.4,71.57142857,50.1,8,,
K4612,8140,29.65,120.9833333,71.57142857,50.1,814,,
K1004,200,30.15,120.15,71.42857143,50,20,,
K3181,3210,28.23333333,120.6666667,71.42857143,50,321,,
K9015,11590,27.73333333,119.1833333,71.42857143,50,1159,,
K4841,4300,29.33333333,120.7166667,71.33333333,49.93333333,430,,
K1200,90,30.3,119.9833333,71.14285714,49.8,9,,
K4248,350,29.83333333,120.4333333,71.14285714,49.8,35,,
K4252,2700,29.65,120.4666667,71.14285714,49.8,270,,
K4437,250,29.85,120.9333333,71.14285714,49.8,25,,
K6072,1870,28.81666667,119.8333333,71.14285714,49.8,187,,
58469,140,30.31666667,121.95,71,49.7,14,,
K1158,870,30.2,120.05,70.85714286,49.6,87,,
K1240,110,30.01666667,119.9833333,70.85714286,49.6,11,,
K1629,90,29.98333333,120.2166667,70.85714286,49.6,9,,
K2318,30,29.91666667,121.9333333,70.85714286,49.6,3,,
K6044,1250,28.98333333,119.95,70.85714286,49.6,125,,
K1619,14840,30.03333333,119,70.71428571,49.5,1484,,
K4427,410,29.73333333,120.9,70.71428571,49.5,41,,
K8925,490,28.825,120.7467,70.71428571,49.5,49,,
58468,66,30.05,121.1666667,70.57142857,49.4,6.6,,
K1271,5110,29.75,119.3666667,70.57142857,49.4,511,,
K1464,120,30.33333333,120.3166667,70.57142857,49.4,12,,
K1171,100,30.2,120.1833333,70.42857143,49.3,10,,
K1222,120,30.13333333,120.1666667,70.14285714,49.1,12,,
K1455,100,30.21666667,120.1833333,70.14285714,49.1,10,,
K9627,120,30.15,121.9333333,70.14285714,49.1,12,,
K1112,90,30.23333333,120.25,70,49,9,,
K1216,420,29.91666667,120.1333333,70,49,42,,
K1635,50,30.28333333,120.4833333,70,49,5,,
K5017,5610,30.5,119.3666667,69.85714286,48.9,561,,
K1227,90,30.15,120.3166667,69.71428571,48.8,9,,
K1626,50,29.95,120.25,69.71428571,48.8,5,,
K9360,4599,28.35,118.9166667,69.57142857,48.7,459.9,,
K9710,360,30.03333333,122.2833333,69.57142857,48.7,36,,
K1008,290,30.31666667,120.0833333,69.28571429,48.5,29,,
K1196,110,30.38333333,119.8666667,69.28571429,48.5,11,,
K2623,7110,29.71666667,121.05,69.28571429,48.5,711,,
K3069,770,27.88333333,121.1166667,69.28571429,48.5,77,,
K4823,3970,29.41666667,120.9333333,69.28571429,48.5,397,,
K3321,1310,28.15,120.6833333,69.14285714,48.4,131,,
K6032,550,29.01666667,119.55,69.14285714,48.4,55,,
K1116,2210,29.71666667,119.4166667,69,48.3,221,,
K1468,170,30.23333333,120.1333333,69,48.3,17,,
K2725,130,29.65,121.4166667,69,48.3,13,,
K8309,60,28.55445,121.4694,69,48.3,6,,
K1025,250,30.23333333,119.6833333,68.85714286,48.2,25,,
K1169,640,30.15,120.0166667,68.85714286,48.2,64,,
K2612,90,30.18333333,120.9333333,68.85714286,48.2,9,,
K5207,6000,30.69,119.86,68.85714286,48.2,600,,
K9233,5693,28.33333333,120.3,68.85714286,48.2,569.3,,
58648,2480,27.99195,119.635,68.71428571,48.1,248,,
K1066,250,30.18333333,120.0833333,68.71428571,48.1,25,,
K2155,90,29.86666667,121.5833333,68.71428571,48.1,9,,
K2445,150,29.75,121.3833333,68.71428571,48.1,15,,
K3312,1740,28.2,120.65,68.71428571,48.1,174,,
K6159,4200,28.93333333,120.5333333,68.71428571,48.1,420,,
K6163,1710,29.31666667,119.55,68.71428571,48.1,171,,
K1676,3800,29.73333333,119.4666667,68.57142857,48,380,,
K1701,90,30.26666667,120.2666667,68.57142857,48,9,,
K2727,80,29.76666667,121.45,68.57142857,48,8,,
K1111,150,30.28333333,120.5333333,68.42857143,47.9,15,,
K2648,100,30.01666667,121.3833333,68.42857143,47.9,10,,
K1163,130,30.31666667,120.2333333,68.28571429,47.8,13,,
K4027,90,30.23333333,120.7333333,68.28571429,47.8,9,,
K1167,130,30.23333333,120.1833333,68.14285714,47.7,13,,
K6168,830,29.48333333,120.1333333,68.14285714,47.7,83,,
K9264,7812,27.8,119.1166667,68.14285714,47.7,781.2,,
K6293,8300,29.49,120.46,68,47.6,830,,
K9199,1318,27.91666667,119.1666667,68,47.6,131.8,,
K9213,2530,28.75,119.2,68,47.6,253,,
K1082,270,29.93333333,120.2833333,67.85714286,47.5,27,,
K1217,120,30.16666667,120.5166667,67.85714286,47.5,12,,
K1675,950,29.63333333,119.5666667,67.85714286,47.5,95,,
K2259,320,30.03333333,121.55,67.85714286,47.5,32,,
K4215,1230,29.7,120.4166667,67.85714286,47.5,123,,
K1149,30,30.11666667,120.0666667,67.71428571,47.4,3,,
K1226,140,30.06666667,120.1666667,67.71428571,47.4,14,,
K2653,70,30.01666667,121.2666667,67.71428571,47.4,7,,
K4005,160,30.18333333,120.7833333,67.71428571,47.4,16,,
K1173,80,30.33333333,120.0833333,67.57142857,47.3,8,,
K5128,50,30.73333333,119.7166667,67.57142857,47.3,5,,
K6050,5000,29.35,119.8833333,67.57142857,47.3,500,,
K2646,220,30.18333333,120.9833333,67.42857143,47.2,22,,
K6319,5615,29.16,120.54,67.42857143,47.2,561.5,,
58457,425,30.23333333,120.1666667,67.28571429,47.1,42.5,,
K1170,100,30.1,120.0666667,67.28571429,47.1,10,,
K2630,144,30.06666667,121.15,67.28571429,47.1,14.4,,
K1101,440,30.03333333,119.7333333,67.14285714,47,44,,
K9708,40,29.98333333,121.8333333,67.14285714,47,4,,
K1212,260,30.23333333,119.9166667,67,46.9,26,,
K1225,160,29.95,120.3,67,46.9,16,,
K3018,190,28.03333333,120.9666667,67,46.9,19,,
K9643,60,29.9,122.3666667,67,46.9,6,,
K3050,1070,28.36666667,120.4833333,66.85714286,46.8,107,,
K3347,620,27.91666667,121.1,66.85714286,46.8,62,,
K1625,100,30.23333333,120.6,66.71428571,46.7,10,,
K5156,2390,30.52,119.58,66.71428571,46.7,239,,
K6111,2040,29.63333333,120.0333333,66.71428571,46.7,204,,
58569,1292,29.2,121.95,66.57142857,46.6,129.2,,
58565,427,29.7,121.3833333,66.42857143,46.5,42.7,,
K1178,120,30.28333333,120.3,66.42857143,46.5,12,,
K1419,50,30.41666667,120.0666667,66.42857143,46.5,5,,
K4061,160,30.1,120.35,66.42857143,46.5,16,,
K4454,280,30.03333333,120.9666667,66.42857143,46.5,28,,
K5054,410,30.55,119.5666667,66.28571429,46.4,41,,
K8947,960,28.78306,120.5061,66.28571429,46.4,96,,
K3149,8180,27.96666667,120.0666667,66.14285714,46.3,818,,
K5143,760,30.7,119.8,66.14285714,46.3,76,,
K8226,200,28.62472,121.2397,66.14285714,46.3,20,,
K1166,70,30.31666667,120.0833333,66,46.2,7,,
K1181,100,30.3,120.2833333,66,46.2,10,,
K1421,140,30.21666667,119.9333333,66,46.2,14,,
K1462,70,30.33333333,120.1,66,46.2,7,,
K4001,40,30.18333333,120.6833333,66,46.2,4,,
K5508,180,30.33333333,120.7833333,66,46.2,18,,
K8928,820,28.81194,120.6328,66,46.2,82,,
K9224,9681,27.95,119.5333333,66,46.2,968.1,,
K2616,100,30.03333333,121.05,65.85714286,46.1,10,,
58658,364,28.15,120.6833333,65.71428571,46,36.4,,
K1283,1590,29.91666667,119.65,65.71428571,46,159,,
K1473,110,30.21666667,120.1666667,65.71428571,46,11,,
K3078,970,27.76667,121.1333,65.71428571,46,97,,
K5126,1560,30.75,119.6333333,65.71428571,46,156,,
K5155,590,30.71,119.72,65.71428571,46,59,,
K1014,60,30.28333333,120.6333333,65.57142857,45.9,6,,
K9039,6710,28.01666667,119.4666667,65.57142857,45.9,671,,
K4089,700,29.88333333,120.5166667,65.42857143,45.8,70,,
K5534,130,30.4,120.6833333,65.42857143,45.8,13,,
K1453,120,30.3,120.1833333,65.28571429,45.7,12,,
K9133,1380,28.51666667,119.65,65.14285714,45.6,138,,
K1068,110,30.26666667,120.0833333,65,45.5,11,,
K1239,130,30.06666667,120.0333333,65,45.5,13,,
K4030,80,30.1,120.4833333,65,45.5,8,,
K1479,60,30.28333333,120.05,64.85714286,45.4,6,,
K1721,580,29.53333333,119.6166667,64.85714286,45.4,58,,
K2743,60,29.73333333,121.4166667,64.71428571,45.3,6,,
K4205,760,29.81666667,120.1166667,64.71428571,45.3,76,,
K4263,7710,29.48333333,120.4333333,64.71428571,45.3,771,,
K1009,120,30.16666667,120.0666667,64.57142857,45.2,12,,
K6069,1810,29.15,120.4333333,64.57142857,45.2,181,,
K1002,70,30.36666667,120.1333333,64.42857143,45.1,7,,
K1052,1100,30.15,119.9833333,64.42857143,45.1,110,,
K1413,650,30.48333333,119.8333333,64.42857143,45.1,65,,
K1459,90,30.3,120.1166667,64.42857143,45.1,9,,
58449,479,30.05,119.95,64.28571429,45,47.9,,
K5021,2510,30.6,119.8333333,64.28571429,45,251,,
K1172,90,30.26666667,120.3333333,64.14285714,44.9,9,,
K1412,3580,30.48333333,119.7166667,64.14285714,44.9,358,,
K3370,80,28.06806,120.805,64.14285714,44.9,8,,
K9169,3600,28.51666667,119.1,64,44.8,360,,
K1313,2580,29.66666667,119.2833333,63.85714286,44.7,258,,
K9396,7120,27.93333333,119.3833333,63.85714286,44.7,712,,
K1147,10940,30.03333333,118.9833333,63.71428571,44.6,1094,,
K1649,300,29.73333333,119.6166667,63.71428571,44.6,30,,
K4674,1450,29.71,120.62,63.71428571,44.6,145,,
K1162,830,30.13333333,120.0166667,63.57142857,44.5,83,,
K1622,120,30.15,120.2166667,63.57142857,44.5,12,,
K2829,295,29.15,121.6833333,63.57142857,44.5,29.5,,
K1132,80,30.38333333,120.1166667,63.42857143,44.4,8,,
K2649,750,29.93333333,121.3333333,63.42857143,44.4,75,,
K4673,3300,29.4,120.68,63.42857143,44.4,330,,
K8322,60,28.55556,121.5392,63.42857143,44.4,6,,
K9557,210,29.98333333,122.3833333,63.42857143,44.4,21,,
K4211,140,29.93333333,120.3333333,63.28571429,44.3,14,,
K4456,650,29.91666667,120.9166667,63.28571429,44.3,65,,
K5121,480,30.71666667,119.5833333,63.28571429,44.3,48,,
K4423,790,30.01666667,121,63.14285714,44.2,79,,
K1404,60,30.41666667,120.0166667,63,44.1,6,,
K9569,360,30.06666667,122.1666667,63,44.1,36,,
K1150,270,30.38333333,120.2,62.85714286,44,27,,
K1202,60,30.25,120,62.85714286,44,6,,
K6058,1030,29.06666667,119.55,62.71428571,43.9,103,,
K6136,260,29.05,119.45,62.71428571,43.9,26,,
K1206,60,30.41666667,120.1833333,62.57142857,43.8,6,,
K1403,170,30.31666667,119.8166667,62.57142857,43.8,17,,
K1165,100,30.3,120.1833333,62.42857143,43.7,10,,
K1184,200,30.23333333,120.1666667,62.42857143,43.7,20,,
K2633,60,30.06666667,121.05,62.42857143,43.7,6,,
K5029,2410,30.46666667,119.6666667,62.42857143,43.7,241,,
K2735,3370,29.66666667,121.15,62.33333333,43.63333333,337,,
K1020,260,30.26666667,119.9,62.28571429,43.6,26,,
K2713,100,29.7,121.35,62.28571429,43.6,10,,
K4035,110,30.13333333,120.4,62.28571429,43.6,11,,
K1242,120,29.9,119.8166667,62.14285714,43.5,12,,
K1466,190,30.25,120.1833333,62.14285714,43.5,19,,
K1652,1000,29.9,119.6,62.14285714,43.5,100,,
K2394,50,29.88,121.99,62.14285714,43.5,5,,
K8902,1170,28.72889,120.4772,62.14285714,43.5,117,,
K7904,7630,28,120.08,62,43.4,763,,
K1005,300,30.25,120.0666667,61.85714286,43.3,30,,
K1102,1360,30.13333333,119.5666667,61.85714286,43.3,136,,
K1461,80,30.26666667,120.0833333,61.85714286,43.3,8,,
K2942,60,29.43333333,121.9333333,61.85714286,43.3,6,,
K9364,11157,27.8,119.6,61.85714286,43.3,1115.7,,
K1125,130,30.36666667,120.6333333,61.71428571,43.2,13,,
K1638,80,30.31666667,120.4166667,61.71428571,43.2,8,,
K9342,3850,27.93333333,119.6833333,61.71428571,43.2,385,,
K9417,4000,28.38333333,119.2666667,61.71428571,43.2,400,,
K9614,347,29.95,122.25,61.71428571,43.2,34.7,,
K1179,90,30.28333333,120.3833333,61.57142857,43.1,9,,
K1644,350,29.83333333,119.6666667,61.57142857,43.1,35,,
K8447,110,28.32778,121.4594,61.57142857,43.1,11,,
K9561,440,29.88333333,122.3,61.57142857,43.1,44,,
K6053,5800,29.48333333,120.25,61.42857143,43,580,,
58448,1350,30.3,119.7333333,61.28571429,42.9,135,,
K1499,100,30.25,120.3,61.28571429,42.9,10,,
K1099,1680,30.2,119.5,61.14285714,42.8,168,,
K9311,7050,27.81666667,119.6666667,61.14285714,42.8,705,,
K1083,190,30.18333333,120.5833333,61,42.7,19,,
K1451,150,30.26666667,120.2,61,42.7,15,,
K2613,110,30.08333333,121,61,42.7,11,,
K2614,90,30.1,121.1,61,42.7,9,,
K9160,9920,27.76666667,119.65,61,42.7,992,,
K1251,1730,30.13333333,119.3166667,60.71428571,42.5,173,,
K1411,590,30.48333333,119.7666667,60.71428571,42.5,59,,
K1448,1396,30.31666667,119.7333333,60.71428571,42.5,139.6,,
K4064,890,29.75,120.7,60.71428571,42.5,89,,
K5509,78,30.46666667,120.7,60.71428571,42.5,7.8,,
K1108,120,29.98333333,119.9,60.57142857,42.4,12,,
K4028,6040,29.71666667,120.7166667,60.57142857,42.4,604,,
K1640,70,30.23333333,120.2166667,60.42857143,42.3,7,,
K1110,730,30.01666667,119.8333333,60.28571429,42.2,73,,
K5014,800,30.73333333,119.7666667,60.28571429,42.2,80,,
K1636,80,30.36666667,120.4333333,60.14285714,42.1,8,,
K2644,50,30.11666667,120.9333333,60.14285714,42.1,5,,
K4002,110,30.08333333,120.5,60.14285714,42.1,11,,
K4432,120,30.03333333,120.8833333,60.14285714,42.1,12,,
K9564,1030,29.71666667,122.2,60.14285714,42.1,103,,
K1126,260,30.25,119.7833333,60,42,26,,
K1211,60,30.26666667,120.0333333,60,42,6,,
K1230,1820,29.95,119.6666667,60,42,182,,
K8759,610,29.13389,120.98,60,42,61,,
K1180,140,30.28333333,120.2333333,59.85714286,41.9,14,,
K1175,120,30.18333333,120.2166667,59.71428571,41.8,12,,
K1236,1010,30.16666667,119.5666667,59.71428571,41.8,101,,
K4272,2550,29.58333333,120.4666667,59.71428571,41.8,255,,
K5577,75,30.45,120.7833333,59.71428571,41.8,7.5,,
K2650,70,30.16666667,120.9666667,59.57142857,41.7,7,,
K4201,330,29.73333333,120.4,59.42857143,41.6,33,,
K5602,38,30.43333333,120.6333333,59.42857143,41.6,3.8,,
K9504,1030,29.71666667,122.2,59.42857143,41.6,103,,
K1613,280,30.23333333,119.8166667,59.28571429,41.5,28,,
K4217,1000,29.65,120.0666667,59.28571429,41.5,100,,
58444,1020,30.41666667,120.2833333,59.14285714,41.4,102,,
58453,107,30.06666667,120.5,59.14285714,41.4,10.7,,
K1210,80,30.38333333,120.05,59.14285714,41.4,8,,
K1458,100,30.28333333,120.1166667,59.14285714,41.4,10,,
K7115,4090,28.33333333,118.6166667,59.14285714,41.4,409,,
K1354,5320,29.31666667,118.8166667,59,41.3,532,,
K1463,110,30.31666667,120.2333333,59,41.3,11,,
K1467,140,30.28333333,120.15,59,41.3,14,,
K1651,2490,29.88333333,119.4833333,59,41.3,249,,
K4212,80,29.88333333,120.3666667,59,41.3,8,,
K6052,980,29.46666667,120.1166667,59,41.3,98,,
K6223,2570,28.68,119.51,59,41.3,257,,
K8813,540,28.87583,121.6383,59,41.3,54,,
K9326,2160,28.28333333,119.6333333,59,41.3,216,,
K1164,100,30.35,120.25,58.85714286,41.2,10,,
K1691,250,29.98333333,119.6666667,58.85714286,41.2,25,,
K4814,3940,29.41666667,120.7666667,58.85714286,41.2,394,,
K9019,1810,28.38333333,120.0833333,58.85714286,41.2,181,,
K1235,1220,30.08333333,119.5333333,58.71428571,41.1,122,,
K5076,60,30.91666667,119.9166667,58.71428571,41.1,6,,
K5118,1650,30.56666667,119.2833333,58.71428571,41.1,165,,
K6005,1270,29.05,119.4,58.71428571,41.1,127,,
K1091,100,29.83333333,119.6,58.57142857,41,10,,
K4271,200,29.8,120.45,58.57142857,41,20,,
K7134,2510,28.63333333,118.7166667,58.57142857,41,251,,
K1081,1180,30.13333333,120.1166667,58.42857143,40.9,118,,
K1272,590,29.7,119.5666667,58.42857143,40.9,59,,
K1422,90,30.35,119.9666667,58.42857143,40.9,9,,
K1197,560,30.41666667,120.1333333,58.28571429,40.8,56,,
K1654,1540,29.85,119.25,58.28571429,40.8,154,,
K3102,490,28.26666667,120.6,58.28571429,40.8,49,,
K4032,110,30.11666667,120.5333333,58.28571429,40.8,11,,
K4251,1800,29.9,120.2333333,58.28571429,40.8,180,,
K5579,66,30.53333333,120.85,58.28571429,40.8,6.6,,
K6228,2650,28.68,119.63,58.28571429,40.8,265,,
K4606,1090,29.71666667,120.9333333,58.14285714,40.7,109,,
K1028,500,30.03333333,119.45,58,40.6,50,,
K1123,170,30.31666667,120.2,58,40.6,17,,
K1693,310,30.01666667,119.75,58,40.6,31,,
K4015,1080,29.81666667,120.55,58,40.6,108,,
K7302,1270,28.85,119.1666667,58,40.6,127,,
K8681,380,28.71278,121.6378,58,40.6,38,,
K9221,2280,28.58333333,119.9166667,58,40.6,228,,
K1456,70,30.36666667,120.0666667,57.85714286,40.5,7,,
K4067,360,29.96666667,120.4166667,57.85714286,40.5,36,,
K6118,2990,29.56666667,119.8166667,57.85714286,40.5,299,,
K9518,380,30.2,122.0333333,57.85714286,40.5,38,,
K9520,620,29.75,122.0333333,57.71428571,40.4,62,,
58458,39,30.53333333,120.9,57.57142857,40.3,3.9,,
K1198,250,30.4,119.8,57.57142857,40.3,25,,
K1209,90,30.36666667,120.2833333,57.57142857,40.3,9,,
K1442,1650,30.21666667,119.5666667,57.57142857,40.3,165,,
K1623,80,30.18333333,120.5833333,57.57142857,40.3,8,,
K2629,60,30.15,121.1166667,57.57142857,40.3,6,,
K6089,1450,29.36666667,119.35,57.57142857,40.3,145,,
K1155,120,30.31666667,120.1666667,57.42857143,40.2,12,,
K1470,70,30.33333333,120.1333333,57.42857143,40.2,7,,
K1205,100,30.4,120.25,57.28571429,40.1,10,,
K1253,1120,30.25,119.6166667,57.28571429,40.1,112,,
K1657,5160,29.98333333,119.2666667,57.28571429,40.1,516,,
K1152,120,30.25,120.1166667,57.14285714,40,12,,
K1408,130,30.43333333,120.2166667,57.14285714,40,13,,
K1656,2210,29.81666667,119.5333333,57.14285714,40,221,,
K2647,70,29.98333333,121.3166667,57.14285714,40,7,,
K9137,4270,28.78333333,119.9166667,57.14285714,40,427,,
K9219,1695,28.05,119.85,57.14285714,40,169.5,,
K4803,1860,29.48333333,120.9833333,57,39.9,186,,
K4826,1420,29.41666667,121.05,57,39.9,142,,
K9605,150,30.21666667,122.2166667,57,39.9,15,,
K1203,90,30.45,120.0833333,56.85714286,39.8,9,,
K3003,160,27.95,120.8833333,56.85714286,39.8,16,,
K1258,5150,30.25,118.95,56.71428571,39.7,515,,
K4037,160,30.05,120.5,56.71428571,39.7,16,,
K4232,610,29.7,120.35,56.71428571,39.7,61,,
K9051,2830,28.55,119.9666667,56.71428571,39.7,283,,
K1233,1370,30,119.55,56.57142857,39.6,137,,
K1328,3560,29.71666667,119.2666667,56.57142857,39.6,356,,
K5522,39,30.43333333,120.4,56.57142857,39.6,3.9,,
K6098,1180,28.91666667,119.7333333,56.57142857,39.6,118,,
K1015,900,29.85,119.35,56.42857143,39.5,90,,
K1037,250,30.4,119.9666667,56.42857143,39.5,25,,
K1285,740,29.8,119.5666667,56.42857143,39.5,74,,
K9331,3310,28.1,119.6333333,56.42857143,39.5,331,,
58572,360,29.93333333,122.45,56.28571429,39.4,36,,
K4436,176,29.96666667,120.9666667,56.28571429,39.4,17.6,,
K9617,327,29.8,122.1833333,56.28571429,39.4,32.7,,
K1010,90,30.26666667,120.2166667,56,39.2,9,,
K1055,370,29.86666667,119.7666667,56,39.2,37,,
K6295,320,29.17,119.45,56,39.2,32,,
K9515,1010,29.75,122.3,56,39.2,101,,
K9606,650,30.46666667,122.2833333,56,39.2,65,,
K1154,120,30.3,120.1666667,55.85714286,39.1,12,,
K1182,90,30.36666667,120.2333333,55.85714286,39.1,9,,
K3362,4190,28.135,120.6339,55.85714286,39.1,419,,
K1265,4840,29.48333333,119.7,55.71428571,39,484,,
K1405,200,30.28333333,119.85,55.71428571,39,20,,
K1414,560,30.43333333,119.8333333,55.71428571,39,56,,
K5129,1000,30.68333333,119.5333333,55.71428571,39,100,,
K6193,448,29.3,120.2,55.71428571,39,44.8,,
K9158,1570,28.31666667,120.3,55.71428571,39,157,,
K9711,50,30.43333333,122.3166667,55.71428571,39,5,,
K1144,1360,29.41666667,118.8333333,55.57142857,38.9,136,,
K1214,80,30.23333333,120.4333333,55.57142857,38.9,8,,
K4018,70,30.13333333,120.6333333,55.57142857,38.9,7,,
K4226,1100,29.66666667,120.0666667,55.57142857,38.9,110,,
K6199,1670,29.53333333,120.1833333,55.57142857,38.9,167,,
K1067,330,30.18333333,120.0333333,55.42857143,38.8,33,,
K4036,190,30.06666667,120.4333333,55.42857143,38.8,19,,
K9150,2861,28.28333333,119.5666667,55.42857143,38.8,286.1,,
K1077,1080,30.1,119.5166667,55.28571429,38.7,108,,
K1204,60,30.48333333,120.3,55.28571429,38.7,6,,
K1306,2160,29.78333333,119.2333333,55.28571429,38.7,216,,
K4404,188,30.03333333,120.8833333,55.28571429,38.7,18.8,,
K6139,1970,29.08333333,120.3666667,55.28571429,38.7,197,,
K7103,2150,28.46666667,118.5333333,55.14285714,38.6,215,,
58455,81,30.51666667,120.6333333,55,38.5,8.1,,
58763,330,28.18333333,121.1,55,38.5,33,,
K5538,49,30.5,120.95,55,38.5,4.9,,
K5568,45,30.51666667,120.6833333,55,38.5,4.5,,
K5521,45,30.43333333,120.5,54.85714286,38.4,4.5,,
K9365,12442,27.88333333,119.7666667,54.85714286,38.4,1244.2,,
K1407,200,30.36666667,120,54.71428571,38.3,20,,
K5142,1250,30.58333333,119.3333333,54.71428571,38.3,125,,
K1199,80,30.33333333,119.9166667,54.57142857,38.2,8,,
K6241,3460,29.51,119.8,54.42857143,38.1,346,,
K9053,3920,28.46666667,119.0666667,54.42857143,38.1,392,,
K9210,2780,28.63333333,119.05,54.42857143,38.1,278,,
K1034,780,30.33333333,119.3,54.28571429,38,78,,
K4225,160,29.63333333,120.2,54.28571429,38,16,,
K6078,3610,28.9,120.4166667,54.28571429,38,361,,
K9559,200,29.98333333,122.25,54.28571429,38,20,,
K3084,660,28.3,120.5666667,54.16666667,37.91666667,66,,
K1207,80,30.41666667,120.3,54.14285714,37.9,8,,
K4607,640,29.73333333,120.8166667,54.14285714,37.9,64,,
K6151,3054,28.83333333,119.7833333,54.14285714,37.9,305.4,,
K9056,4410,28.71666667,119.1333333,54.14285714,37.9,441,,
K9090,1710,28.48333333,119.9166667,54.14285714,37.9,171,,
K1151,2490,30.25,120.1,54,37.8,249,,
K4407,60,30.13333333,120.9166667,54,37.8,6,,
K5030,1200,30.58333333,119.3833333,54,37.8,120,,
K6182,2090,28.56666667,119.6166667,54,37.8,209,,
K9028,5210,28.6,119.9833333,54,37.8,521,,
K9151,8510,27.96666667,119.4666667,54,37.8,851,,
K1018,1880,30.23333333,120.1166667,53.85714286,37.7,188,,
K1134,130,30.35,120.2,53.85714286,37.7,13,,
K1677,2700,29.7,119.3833333,53.85714286,37.7,270,,
K1697,180,30.05,119.8833333,53.85714286,37.7,18,,
K2912,1110,29.43333333,121.7166667,53.85714286,37.7,111,,
K4220,770,29.73333333,120.1333333,53.85714286,37.7,77,,
K5010,460,31.1,119.7333333,53.85714286,37.7,46,,
K9510,510,30.18333333,122.15,53.85714286,37.7,51,,
58642,1026,28.88333333,119.8,53.71428571,37.6,102.6,,
K1094,1310,30.16666667,119.6666667,53.71428571,37.6,131,,
K1443,850,30.28333333,119.6833333,53.71428571,37.6,85,,
K1454,100,30.33333333,120.1833333,53.71428571,37.6,10,,
K1460,60,30.3,120.0833333,53.71428571,37.6,6,,
K4219,5250,29.51666667,120.2666667,53.71428571,37.6,525,,
K5604,37,30.48333333,120.75,53.71428571,37.6,3.7,,
K8426,70,28.41111,121.5644,53.71428571,37.6,7,,
K9115,3840,28.5,118.8,53.71428571,37.6,384,,
58542,453,29.81666667,119.6833333,53.57142857,37.5,45.3,,
K1047,2310,30.3,119.5666667,53.57142857,37.5,231,,
K1088,300,29.91666667,119.4333333,53.57142857,37.5,30,,
K1282,1040,29.85,119.3166667,53.57142857,37.5,104,,
K4058,70,30.18333333,120.6666667,53.57142857,37.5,7,,
K6257,8900,28.89,120.54,53.57142857,37.5,890,,
K9037,1870,28.2,119.5333333,53.57142857,37.5,187,,
58553,64,30.05,120.8166667,53.42857143,37.4,6.4,,
K4236,1000,29.43333333,120.3333333,53.42857143,37.4,100,,
K1446,15059,30.35,119.4166667,53.28571429,37.3,1505.9,,
K6173,9500,29.18333333,119.4333333,53.28571429,37.3,950,,
K9532,1080,29.76666667,122.0833333,53.28571429,37.3,108,,
