,Height,lat,lon,IIiii,RR
414,00360,27.783333333333335,121.08333333333333,58762,2
415,00360,27.783333333333335,121.08333333333333,58762,7
416,00360,27.783333333333335,121.08333333333333,58762,38
417,00360,27.783333333333335,121.08333333333333,58762,63
418,00360,27.783333333333335,121.08333333333333,58762,30
419,00360,27.783333333333335,121.08333333333333,58762,56
420,00330,28.183333333333334,121.1,58763,66
421,00330,28.183333333333334,121.1,58763,65
422,00330,28.183333333333334,121.1,58763,63
423,00330,28.183333333333334,121.1,58763,83
424,00330,28.183333333333334,121.1,58763,34
425,00330,28.183333333333334,121.1,58763,47
426,00330,28.183333333333334,121.1,58763,27
427,980,30.183333333333334,120.28333333333333,58459,115
428,980,30.183333333333334,120.28333333333333,58459,91
429,980,30.183333333333334,120.28333333333333,58459,179
430,980,30.183333333333334,120.28333333333333,58459,25
431,980,30.183333333333334,120.28333333333333,58459,56
432,980,30.183333333333334,120.28333333333333,58459,29
433,980,30.183333333333334,120.28333333333333,58459,35
434,1541,29.133333333333333,118.4,58537,9
435,1541,29.133333333333333,118.4,58537,23
436,1541,29.133333333333333,118.4,58537,4
437,1541,29.133333333333333,118.4,58537,7
438,1541,29.133333333333333,118.4,58537,35
439,1541,29.133333333333333,118.4,58537,17
440,1541,29.133333333333333,118.4,58537,1
441,00210,29.266666666666666,121.5,58564,92
442,00210,29.266666666666666,121.5,58564,105
443,00210,29.266666666666666,121.5,58564,61
444,00210,29.266666666666666,121.5,58564,122
445,00210,29.266666666666666,121.5,58564,41
446,00210,29.266666666666666,121.5,58564,76
447,00210,29.266666666666666,121.5,58564,52
448,1292,29.2,121.95,58569,39
449,1292,29.2,121.95,58569,91
450,1292,29.2,121.95,58569,66
451,1292,29.2,121.95,58569,42
452,1292,29.2,121.95,58569,70
453,1292,29.2,121.95,58569,36
454,1292,29.2,121.95,58569,122
455,829,29.0,118.9,58633,21
456,829,29.0,118.9,58633,38
457,829,29.0,118.9,58633,19
458,829,29.0,118.9,58633,15
459,829,29.0,118.9,58633,28
460,829,29.0,118.9,58633,22
461,829,29.0,118.9,58633,14
462,1540,28.433333333333334,119.48333333333333,58645,57
463,1540,28.433333333333334,119.48333333333333,58645,16
464,1540,28.433333333333334,119.48333333333333,58645,31
465,1540,28.433333333333334,119.48333333333333,58645,16
466,1540,28.433333333333334,119.48333333333333,58645,18
467,1540,28.433333333333334,119.48333333333333,58645,41
468,1540,28.433333333333334,119.48333333333333,58645,47
469,596,28.45,119.91666666666667,58646,29
470,596,28.45,119.91666666666667,58646,62
471,596,28.45,119.91666666666667,58646,24
472,596,28.45,119.91666666666667,58646,19
473,596,28.45,119.91666666666667,58646,18
474,596,28.45,119.91666666666667,58646,16
475,596,28.45,119.91666666666667,58646,38
476,1963,28.083333333333332,119.13333333333334,58647,7
477,1963,28.083333333333332,119.13333333333334,58647,1
478,1963,28.083333333333332,119.13333333333334,58647,21
479,1963,28.083333333333332,119.13333333333334,58647,7
480,1963,28.083333333333332,119.13333333333334,58647,33
481,1963,28.083333333333332,119.13333333333334,58647,8
482,1963,28.083333333333332,119.13333333333334,58647,14
483,58,28.61806,121.41639,58665,103
484,58,28.61806,121.41639,58665,90
485,58,28.61806,121.41639,58665,75
486,58,28.61806,121.41639,58665,99
487,58,28.61806,121.41639,58665,68
488,58,28.61806,121.41639,58665,88
489,58,28.61806,121.41639,58665,60
490,903,28.446,121.90333,58666,100
491,903,28.446,121.90333,58666,39
492,903,28.446,121.90333,58666,21
493,903,28.446,121.90333,58666,72
494,903,28.446,121.90333,58666,230
495,903,28.446,121.90333,58666,242
496,903,28.446,121.90333,58666,95
497,971,28.0775,121.27083,58667,195
498,971,28.0775,121.27083,58667,291
499,971,28.0775,121.27083,58667,172
500,971,28.0775,121.27083,58667,253
501,971,28.0775,121.27083,58667,186
502,971,28.0775,121.27083,58667,144
503,971,28.0775,121.27083,58667,209
504,00830,28.0,121.23333333333333,58761,273
505,00830,28.0,121.23333333333333,58761,254
506,00830,28.0,121.23333333333333,58761,95
507,00830,28.0,121.23333333333333,58761,150
508,00830,28.0,121.23333333333333,58761,129
